ID_in_Cello2,Patient,Batch,geneSymbol,I_exon8_covbases,I_exon8_meandepth,I_exon9_covbases,I_exon9_meandepth,I_exon10_covbases,I_exon10_meandepth,I_form2_covbases,I_form2_meandepth,I_form4_covbases,I_form4_meandepth,R_exon8_covbases,R_exon8_meandepth,R_exon9_covbases,R_exon9_meandepth,R_exon10_covbases,R_exon10_meandepth,R_form2_covbases,R_form2_meandepth,R_form4_covbases,R_form4_meandepth,I_norm_form4,R_norm_form4,Source.x,I_11_10,I_11_9,I_11_8,I_10_9,I_9_8,R_11_10,R_11_9,R_11_8,R_10_9,R_9_8,I_psi,R_psi,RvI,Diff
PS140,PS140,F,CD47,32,125.875,25,8.76,33,11.2727,32,125.875,58,10.18963966,32,636.75,25,65.8,33,77.1515,32,636.75,58,72.25861207,0.080950464,0.113480349,CGGA,7,4,118,4,10,60,34,569,41,60,0.056,0.095389507,1.419620312,0.039389507
PS141,PS141,F,CD47,32,399.469,25,13.92,33,16.4545,32,399.469,58,15.3620431,32,431.5,25,15.32,33,15.8485,32,431.5,58,15.62069828,0.038456158,0.036200923,CGGA,5,7,402,1,7,10,12,441,4,13,0.012285012,0.022172949,1.728176796,0.009887937
PS142,PS142,F,CD47,32,310.344,25,71.04,33,59.4848,32,310.344,58,64.46548966,32,488.188,25,102.92,33,78.3333,32,488.188,58,88.93101552,0.207722687,0.182165509,CGGA,51,9,235,50,63,69,8,381,84,108,0.178321678,0.153333333,0.965640939,-0.024988345
PS143,PS143,F,CD47,32,241.406,25,17.24,33,20.6061,32,241.406,58,19.15519483,32,285.125,25,16.92,33,15.5758,32,285.125,58,16.15519655,0.079348462,0.056660049,CGGA,12,1,221,12,17,6,5,266,3,12,0.051502146,0.022058824,0.53153605,-0.029443322
PS144,PS144,F,CD47,32,195.75,25,12.28,33,7.27273,32,195.75,58,9.431036034,32,308.188,25,50.2,33,55.3939,32,308.188,58,53.15515,0.048178984,0.172476378,CGGA,5,9,189,2,9,40,11,245,34,46,0.025773196,0.140350877,4.180555556,0.114577681
PS146,PS146,F,CD47,32,648.656,25,49.48,33,51,32,648.656,58,50.34482759,32,613.781,25,68.16,33,62.5758,32,613.781,58,64.98278276,0.077614063,0.105872914,CGGA,29,16,593,25,44,51,27,537,39,59,0.046623794,0.086734694,1.602300074,0.0401109
PS147,PS147,F,CD47,32,291.125,25,29.84,33,13.7273,32,291.125,58,20.67242931,32,521.188,25,29.84,33,29.6667,32,521.188,58,29.74139828,0.071008774,0.057064626,CGGA,16,15,291,7,22,8,16,505,9,28,0.052117264,0.015594542,0.561537687,-0.036522722
PS148,PS148,F,CD47,32,529.469,25,196.68,33,150.242,32,529.469,58,170.2583793,32,398.938,25,69.16,33,53.1818,32,398.938,58,60.06895517,0.321564396,0.150572157,CGGA,125,5,316,159,193,43,14,337,50,68,0.283446712,0.113157895,0.422425189,-0.170288817
PS149,PS149,F,CD47,32,247.188,25,20.84,33,28.6061,32,247.188,58,25.2586431,32,290.906,25,13.56,33,11.8485,32,290.906,58,12.58621552,0.102183937,0.043265576,CGGA,14,6,219,10,16,6,4,276,5,9,0.060085837,0.021276596,0.412698413,-0.038809241
PS150,PS150,F,CD47,32,355.938,25,34.56,33,31.1515,32,355.938,58,32.62068103,32,378.375,25,53.76,33,71,32,378.375,58,63.56896552,0.091647088,0.168005195,CGGA,14,9,313,12,21,21,4,311,20,27,0.042813456,0.063253012,1.353006397,0.020439556
PS151,PS151,F,CD47,32,152.844,25,5.8,33,10.697,32,152.844,58,8.586224138,32,138.281,25,75.64,33,90.2424,32,138.281,58,83.94826207,0.05617639,0.607084575,CGGA,12,4,160,5,6,85,6,66,64,75,0.069767442,0.562913907,10.2891933,0.493146465
PS152,PS152,F,CD47,32,221.125,25,7.76,33,3.75758,32,221.125,58,5.482761034,32,711.219,25,26.2,33,23.1212,32,711.219,58,24.44826897,0.024794849,0.034375163,CGGA,4,7,217,2,14,34,24,701,14,42,0.018099548,0.046258503,1.291234401,0.028158956
PS153,PS153,F,CD47,32,240.688,25,10.8,33,9.87879,32,240.688,58,10.27586328,32,134.125,25,6,33,13.5152,32,134.125,58,10.27588966,0.042693708,0.076614275,CGGA,6,5,242,5,6,10,5,135,5,9,0.024193548,0.068965517,2.717416378,0.044771969
PS155,PS155,F,CD47,32,174.5,25,57.84,33,59.303,32,174.5,58,58.67239655,32,272.625,25,182.8,33,182.03,32,272.625,58,182.3618966,0.336231499,0.668911129,CGGA,52,6,115,44,57,176,6,103,165,183,0.311377246,0.630824373,1.976146789,0.319447127
PS156,PS156,F,CD47,32,328.062,25,109.92,33,113.212,32,328.062,58,111.7930345,32,168.938,25,15.24,33,16.3939,32,168.938,58,15.89652931,0.340768009,0.094096824,CGGA,105,8,223,102,119,14,10,156,9,17,0.320121951,0.082352941,0.270330071,-0.23776901
PS157,PS157,F,CD47,32,389.812,25,74.88,33,58.1818,32,389.812,58,65.3793,32,633.5,25,149.4,33,126.242,32,633.5,58,136.2238966,0.16772008,0.215033775,CGGA,43,12,318,43,59,90,28,446,86,130,0.119113573,0.167910448,1.431443081,0.048796874
PS158,PS158,F,CD47,32,578.219,25,13.48,33,17.697,32,578.219,58,15.87932759,32,185.281,25,7.76,33,10.7576,32,185.281,58,9.465531034,0.02746248,0.051087435,CGGA,14,5,596,11,15,4,4,183,3,7,0.02295082,0.021390374,1.228482576,-0.001560445
PS159,PS159,F,CD47,32,226.906,25,33.08,33,32.1212,32,226.906,58,32.53447586,32,33.4375,25,1,33,1.69697,32,33.4375,58,1.396551897,0.143383057,0.041766038,CGGA,25,4,184,31,41,6,4,51,1,1,0.119617225,0.105263158,0.422296358,-0.014354067
PS160,PS160,F,CD47,32,324.781,25,20.84,33,6.72727,32,324.781,58,12.81034328,32,161.5,25,8.28,33,2.69697,32,161.5,58,5.103448448,0.039443019,0.0316003,CGGA,5,12,301,4,16,8,10,152,2,12,0.016339869,0.05,1.83127572,0.033660131
PS161,PS161,F,CD47,32,196.781,25,7.4,33,5.90909,32,196.781,58,6.551723621,32,574.031,25,97.48,33,115.273,32,574.031,58,107.6036034,0.033294493,0.1874526,CGGA,9,7,163,3,7,116,15,512,97,97,0.052325581,0.184713376,3.680578011,0.132387794
PS162,PS162,F,CD47,32,263.125,25,11.28,33,17.3333,32,263.125,58,14.72411897,32,395.75,25,15.8,33,11.7879,32,395.75,58,13.51725345,0.055958647,0.034156042,CGGA,22,17,267,5,11,20,26,383,2,7,0.076124567,0.049627792,0.585005159,-0.026496776
PS163,PS163,F,CD47,32,355.125,25,70.36,33,64.9394,32,355.125,58,67.27586552,32,505.656,25,56.88,33,53.1818,32,505.656,58,54.77585172,0.189442775,0.108326316,CGGA,48,5,290,50,68,42,14,467,39,55,0.142011834,0.082514735,0.564500485,-0.0594971
PS164,PS164,F,CD47,32,807,25,81.12,33,65.1515,32,807,58,72.03447414,32,435.344,25,90.76,33,84.6061,32,435.344,58,87.2586431,0.08926205,0.200436076,CGGA,50,19,742,47,69,73,6,356,83,91,0.063131313,0.17016317,2.521890948,0.107031857
PS165,PS165,F,CD47,32,338.531,25,23.72,33,21.6364,32,338.531,58,22.53450345,32,314.25,25,22.2,33,10.2424,32,314.25,58,15.39653793,0.066565554,0.048994552,CGGA,31,15,298,17,28,15,22,289,5,27,0.094224924,0.049342105,0.752050301,-0.044882819
PS166,PS166,F,CD47,32,291.938,25,4.8,33,6.90909,32,291.938,58,5.999999483,32,329.562,25,94.76,33,83.697,32,329.562,58,88.46553448,0.020552307,0.268433662,CGGA,4,3,286,2,6,56,16,228,66,98,0.013793103,0.197183099,14.69311475,0.183389995
PS167,PS167,F,CD47,32,234.844,25,40.2,33,48.8182,32,234.844,58,45.10345862,32,581.125,25,206.28,33,187.758,32,581.125,58,195.7416207,0.192057104,0.336832215,CGGA,31,7,188,31,33,149,7,358,154,185,0.141552511,0.293885602,2.186904762,0.15233309
PS168,PS168,F,CD47,32,366.438,25,15.68,33,12.8485,32,366.438,58,14.06897414,32,275.125,25,102.12,33,86.0909,32,275.125,58,92.99999483,0.038393873,0.33802815,CGGA,8,10,355,7,18,82,4,162,87,101,0.022038567,0.336065574,10.21756941,0.314027006
PS169,PS169,F,CD47,32,268.594,25,14,33,19.5455,32,268.594,58,17.15519828,32,577.438,25,33.6,33,23.6667,32,577.438,58,27.94829483,0.06387037,0.048400512,CGGA,4,10,246,0,7,11,14,514,10,28,0.016,0.020952381,1.671381102,0.004952381
PS170,PS170,F,CD47,32,168.25,25,60.48,33,59.7273,32,168.25,58,60.05173966,32,627.688,25,79.48,33,87.7576,32,627.688,58,84.18966897,0.356919701,0.134126619,CGGA,63,10,121,52,58,59,21,503,58,76,0.342391304,0.104982206,0.354951797,-0.237409098
PS171,PS171,F,CD47,32,353.594,25,19.92,33,9.54545,32,353.594,58,14.01723879,32,433.219,25,99.2,33,110.939,32,433.219,58,105.8790862,0.039642185,0.244400837,CGGA,13,14,349,10,25,63,14,323,53,80,0.035911602,0.163212435,3.51037289,0.127300833
PS172,PS172,F,CD47,32,163.438,25,29.2,33,24.8788,32,163.438,58,26.74138621,32,717.781,25,37.64,33,37.0606,32,717.781,58,37.31034138,0.163617924,0.051980118,CGGA,24,6,124,23,29,35,13,730,30,33,0.162162162,0.045751634,0.252741282,-0.116410528
PS173,PS173,F,CD47,32,181.625,25,15.36,33,16.8788,32,181.625,58,16.22414483,32,579.719,25,409,33,341.758,32,579.719,58,370.7416207,0.089327707,0.639519527,CGGA,7,10,182,2,10,337,19,161,350,423,0.037037037,0.676706827,15.74208981,0.63966979
PS174,PS174,F,CD47,32,316.688,25,18.4,33,23.6364,32,316.688,58,21.37933103,32,416.25,25,9.8,33,11.1818,32,416.25,58,10.58619655,0.067509129,0.025432304,CGGA,11,2,284,13,16,3,7,439,2,11,0.037288136,0.00678733,0.345872779,-0.030500805
PS175,PS175,F,CD47,32,446.156,25,142.08,33,110.788,32,446.156,58,124.275931,32,493.75,25,119.44,33,99.7879,32,493.75,58,108.2586328,0.278548156,0.21925799,CGGA,100,8,317,112,139,92,14,381,89,120,0.239808153,0.194503171,0.795047812,-0.045304982
PS176,PS176,F,CD47,32,214.188,25,18.16,33,11.0909,32,214.188,58,14.13792586,32,509.781,25,118.12,33,119.636,32,509.781,58,118.9825517,0.066007087,0.233399345,CGGA,13,10,185,10,23,118,16,367,100,116,0.065656566,0.243298969,2.726239669,0.177642403
PS177,PS177,F,CD47,32,298.469,25,30.36,33,26.6364,32,298.469,58,28.2414,32,356.156,25,33.2,33,42.0909,32,356.156,58,38.25861552,0.094620882,0.107420949,CGGA,20,10,276,16,27,34,5,328,26,32,0.067567568,0.093922652,1.165026227,0.026355084
PS178,PS178,F,CD47,32,495.938,25,17.2,33,31.303,32,495.938,58,25.22412069,32,111.219,25,6.84,33,10.6061,32,111.219,58,8.982781034,0.05086144,0.080766605,CGGA,7,7,494,2,7,9,0,94,6,9,0.013972056,0.087378641,6.253814147,0.073406585
PS179,PS179,F,CD47,32,485.156,25,404.04,33,395.455,32,485.156,58,399.155431,32,458.875,25,43.32,33,25.2424,32,458.875,58,33.03446897,0.822736256,0.071990126,CGGA,378,9,90,374,386,17,23,425,10,26,0.807692308,0.038461538,0.059497077,-0.769230769
PS180,PS180,F,CD47,32,442.531,25,215.28,33,177.303,32,442.531,58,193.6723966,32,349.188,25,42.16,33,44.303,32,349.188,58,43.3792931,0.437647072,0.124229049,CGGA,177,13,199,179,222,29,7,316,23,27,0.470744681,0.084057971,0.162586699,-0.38668671
PS181,PS181,F,CD47,32,812.531,25,42.04,33,14.6061,32,812.531,58,26.4310569,32,445.125,25,15.12,33,29.1212,32,445.125,58,23.0862,0.03252929,0.051864532,CGGA,14,33,769,8,42,12,12,415,4,11,0.017879949,0.028103044,0.767501256,0.010223096
PS182,PS182,F,CD47,32,435.281,25,17.08,33,6.48485,32,435.281,58,11.051725,32,330.625,25,12.92,33,5.69697,32,330.625,58,8.810345,0.025389863,0.026647546,CGGA,7,14,438,3,16,5,15,323,0,11,0.015730337,0.015243902,0.944699856,-0.000486435
PS183,PS183,F,CD47,32,769.469,25,231.64,33,211.667,32,769.469,58,220.2760517,32,880.688,25,46.88,33,39.8788,32,880.688,58,42.89655862,0.286270209,0.048708009,CGGA,207,10,509,193,220,14,15,829,10,30,0.289106145,0.016607355,0.087484899,-0.272498791
PS184,PS184,F,CD47,32,347.25,25,184.96,33,165.909,32,347.25,58,174.1206379,32,377.031,25,23.6,33,21.4848,32,377.031,58,22.39652414,0.501427323,0.059402341,CGGA,155,3,153,157,181,8,5,338,4,12,0.503246753,0.023121387,0.054905583,-0.480125366
PS185,PS185,F,CD47,32,317.969,25,101.24,33,91.3939,32,317.969,58,95.63790862,32,1279,25,139.96,33,129.242,32,1279,58,133.8618276,0.300777461,0.104661319,CGGA,67,4,200,74,103,144,45,1169,110,129,0.25093633,0.109672506,0.350575619,-0.141263824
PS186,PS186,F,CD47,32,104.438,25,7.72,33,14.2121,32,104.438,58,11.41378103,32,485.594,25,31.76,33,26.2121,32,485.594,58,28.60343621,0.109287626,0.058904015,CGGA,12,2,96,6,7,21,13,473,22,29,0.111111111,0.042510121,0.55749313,-0.06860099
PS187,PS187,F,CD47,32,1349.22,25,41.4,33,17.7273,32,1349.22,58,27.93105,32,833.281,25,204.4,33,212.333,32,833.281,58,208.9136034,0.020701628,0.250712069,CGGA,21,37,1294,12,45,196,32,675,118,200,0.015969582,0.225028703,9.120274914,0.209059121
PS188,PS188,F,CD47,32,487.562,25,35.84,33,26.5455,32,487.562,58,30.55175,32,252.594,25,30.36,33,34.8788,32,252.594,58,32.93104138,0.062662287,0.130371432,CGGA,15,8,450,14,23,2,3,203,4,9,0.032258065,0.009756098,0.651142244,-0.022501967
PS189,PS189,F,CD47,32,327.75,25,16.12,33,18.3333,32,327.75,58,17.37929138,32,618.625,25,111.28,33,130.515,32,618.625,58,122.2240517,0.053026061,0.197573735,CGGA,25,12,332,13,18,131,10,542,114,100,0.070028011,0.194650817,2.888265983,0.124622806
PS190,PS190,F,CD47,32,697.969,25,204.32,33,227.182,32,697.969,58,217.3276897,32,530.688,25,46.08,33,39.697,32,530.688,58,42.4482931,0.31137155,0.079987287,CGGA,197,16,481,202,196,25,14,467,24,40,0.290560472,0.050813008,0.224333749,-0.239747464
PS252,TCGA-DH-A669,G,CD47,32,318.406,25,18.64,33,11.8788,32,318.406,58,14.79311034,32,207.281,25,10.6,33,5.54545,32,207.281,58,7.724135345,0.046459898,0.037264078,TCGA,14,17,286,7,22,23,19,198,3,18,0.046666667,0.104072398,1.584541063,0.057405732
PS253,TCGA-DU-5870,G,CD47,32,210.5,25,9.8,33,9.0303,32,210.5,58,9.362067241,32,142.406,25,11.84,33,12.9697,32,142.406,58,12.48276034,0.044475379,0.087656141,TCGA,20,20,208,2,9,11,5,135,8,10,0.087719298,0.075342466,1.107358692,-0.012376832
PS255,TCGA-DU-6397,G,CD47,32,207.781,25,10.44,33,14.697,32,207.781,58,12.86208621,32,121.219,25,10.16,33,14.4848,32,121.219,58,12.62066207,0.061902129,0.104114554,TCGA,21,15,211,6,9,10,2,120,9,11,0.090517241,0.076923077,1.212260536,-0.013594164
PS256,TCGA-DU-6404,G,CD47,32,311.25,25,12.68,33,11.4242,32,311.25,58,11.9654931,32,584.906,25,18.8,33,14.4242,32,584.906,58,16.31032069,0.038443351,0.027885371,TCGA,34,31,307,3,16,31,39,608,3,24,0.099706745,0.048513302,0.574665618,-0.051193443
PS257,TCGA-DU-6407,G,CD47,32,149.406,21,2.36,33,2.93939,32,149.406,54,2.714071667,32,235.438,25,14.36,33,14.4242,32,235.438,58,14.39652759,0.018165747,0.06114785,TCGA,13,10,160,0,5,22,15,229,8,18,0.075144509,0.087649402,1.508255243,0.012504894
PS258,TCGA-DU-7304,G,CD47,32,158.625,25,43.36,33,48.1212,32,158.625,58,46.06895862,32,161.219,25,33.84,33,34.0303,32,161.219,58,33.94827414,0.290426847,0.210572415,TCGA,50,15,136,35,47,50,22,167,29,35,0.268817204,0.230414747,0.771719607,-0.038402458
PS259,TCGA-FG-5963,G,CD47,32,341.5,25,19.64,33,20.5455,32,341.5,58,20.15519828,32,280.094,25,22.6,33,24.1212,32,280.094,58,23.46551034,0.059019614,0.083777269,TCGA,30,21,335,15,21,25,9,235,12,26,0.082191781,0.096153846,1.383877159,0.013962065
PS260,TCGA-FG-5965,G,CD47,32,268.25,25,21.52,33,21.697,32,268.25,58,21.6207069,32,259.344,25,56.24,33,46.5152,32,259.344,58,50.70692414,0.080599094,0.195519943,TCGA,33,18,230,19,26,36,11,195,43,62,0.125475285,0.155844156,1.76653237,0.030368871
PS261,TCGA-FG-A4MT,G,CD47,32,73.2812,25,7.08,33,4.36364,32,73.2812,58,5.534484828,32,152.219,25,45.4,33,37.5455,32,152.219,58,40.93106034,0.075523938,0.268895869,TCGA,3,4,70,1,6,34,12,82,30,55,0.04109589,0.293103448,5.823891085,0.252007558
PS262,TCGA-TM-A7CF,G,CD47,32,156.875,25,39.76,33,35.8485,32,156.875,58,37.53449138,32,216.281,25,9.44,33,7.87879,32,216.281,58,8.551725345,0.23926369,0.039539883,TCGA,38,11,113,24,46,15,14,195,2,12,0.251655629,0.071428571,0.238951696,-0.180227058
PS263,TCGA-TQ-A7RK,G,CD47,32,153.406,25,3.4,33,3.90909,32,153.406,58,3.689654655,32,126.438,25,8.2,33,10.7576,32,126.438,58,9.655186207,0.024051567,0.07636301,TCGA,9,10,148,0,7,9,1,125,5,10,0.057324841,0.067164179,1.37732342,0.009839338
PS264,TCGA-TQ-A7RV,G,CD47,32,152.969,25,18.44,33,15.0909,32,152.969,58,16.53447759,32,179.156,25,28.8,33,43.7576,32,179.156,58,37.31035862,0.108090382,0.208256261,TCGA,13,10,136,10,31,43,9,160,22,34,0.087248322,0.21182266,1.392947103,0.124574338
PS265,TCGA-TQ-A8XE,G,CD47,32,210.156,25,12.12,33,15.4848,32,210.156,58,14.03445517,32,160.812,25,9.04,33,9.45455,32,160.812,58,9.275864655,0.06678113,0.057681421,TCGA,10,10,212,5,8,5,5,156,5,12,0.045045045,0.031055901,1.268828099,-0.013989144
PS267,P2,H,CD47,32,186.781,25,62.36,33,58.5152,32,186.781,58,60.17244138,32,215.156,25,23.8,33,18.697,32,215.156,58,20.89656897,0.322155045,0.097122873,SMCnew,57,7,124,51,61,15,10,184,12,20,0.314917127,0.075376884,0.26937797,-0.239540243
PS268,P3,H,CD47,32,299.25,25,19.2,33,6.9697,32,299.25,58,12.24138103,32,763.906,25,48.08,33,56.1818,32,763.906,58,52.68964483,0.040906871,0.06897399,SMCnew,6,15,276,6,20,29,14,676,26,59,0.021276596,0.041134752,1.358547009,0.019858156
PS269,P4,H,CD47,32,143.281,25,13.68,33,9.06061,32,143.281,58,11.05172638,32,259.281,25,227.28,33,225.515,32,259.281,58,226.2757759,0.07713323,0.87270481,SMCnew,10,7,126,6,11,219,11,48,209,210,0.073529412,0.820224719,10.62285714,0.746695307
PS270,P5,H,CD47,32,494.531,25,32.72,33,32.0606,32,494.531,58,32.34482414,32,586.25,25,25.92,33,15.3333,32,586.25,58,19.89653276,0.065405049,0.033938649,SMCnew,31,12,136,22,33,15,14,533,12,31,0.185628743,0.027372263,0.217176259,-0.15825648
PS271,P6,H,CD47,32,283.844,25,39.12,33,28.7273,32,283.844,58,33.20691207,32,303.531,25,62.68,33,51.3333,32,303.531,58,56.22411897,0.116990009,0.185233531,SMCnew,35,9,240,27,50,52,13,224,48,68,0.127272727,0.188405797,1.404308202,0.06113307
PS272,P7,H,CD47,32,390.062,25,18.72,33,4.57576,32,390.062,58,10.67241517,32,152.469,25,4.88,33,3.78788,32,152.469,58,4.258621379,0.027360817,0.027931064,SMCnew,5,15,358,2,21,2,6,135,0,4,0.013774105,0.01459854,0.620401338,0.000824435
PS275,P10,H,CD47,32,302.25,25,11.36,2,0.121212,32,302.25,27,10.52749719,32,285.531,25,23.12,33,14.0909,32,285.531,58,17.98275345,0.034830429,0.062980039,SMCnew,4,15,217,0,12,11,11,262,12,21,0.018099548,0.04029304,1.618705036,0.022193493
PS276,P11,H,CD47,32,568.375,25,96.64,33,73.4848,32,568.375,58,83.46548966,32,301.125,25,18.72,33,23.9091,32,301.125,58,21.67241897,0.146849333,0.071971503,SMCnew,68,20,438,70,97,20,6,259,13,26,0.134387352,0.071684588,0.514571244,-0.062702764
PS278,3,I,CD47,32,287.406,25,36.76,33,55.8788,32,287.406,58,47.63793793,32,222.375,25,22.56,33,3.21212,32,222.375,58,11.55172345,0.165751369,0.051947042,NM2019,29,12,233,21,34,4,15,202,0,15,0.110687023,0.019417476,0.37716237,-0.091269547
PS279,13,I,CD47,32,145,25,57.48,33,74.8182,32,145,58,67.34483793,32,265.375,25,25.72,33,17.8788,32,265.375,58,21.25862759,0.464447158,0.080107876,NM2019,61,3,83,52,38,14,13,206,4,21,0.423611111,0.063636364,0.20959031,-0.359974747
PS280,20,I,CD47,32,320.875,25,45.12,33,32.6667,32,320.875,58,38.03450172,32,337.75,25,166.72,33,162.182,32,337.75,58,164.1380345,0.118533702,0.485974936,NM2019,31,13,232,27,48,158,6,182,145,166,0.117870722,0.464705882,3.236900206,0.34683516
PS281,21,I,CD47,32,458.312,25,31.28,33,30.9091,32,458.312,58,31.06897069,32,336.906,25,36.16,33,51.3636,32,336.906,58,44.81032414,0.06779,0.13300542,NM2019,18,32,383,4,35,51,3,282,37,42,0.044887781,0.153153153,2.187386922,0.108265373
PS284,46,I,CD47,32,280.969,25,50.12,33,48.3333,32,280.969,58,49.10342931,32,488.594,25,25.44,33,32.2424,32,488.594,58,29.31033103,0.17476458,0.059989134,NM2019,45,16,221,44,49,10,12,445,7,31,0.169172932,0.021978022,0.251114107,-0.14719491
PS285,53,I,CD47,32,475.969,25,20.96,33,26.1515,32,475.969,58,23.91378448,32,421.25,25,25.88,33,16.697,32,421.25,58,20.65518966,0.050242315,0.049033091,NM2019,19,8,442,7,27,8,11,389,8,29,0.041214751,0.020151134,0.917844759,-0.021063617
PS286,55,I,CD47,32,472.344,25,18.28,33,16.0606,32,472.344,58,17.01723793,32,337.625,25,6.44,33,3.48485,32,337.625,58,4.758621552,0.036027213,0.014094399,NM2019,1,15,401,3,20,5,3,298,2,9,0.002487562,0.01650165,0.899453552,0.014014088
PS287,56,I,CD47,32,294.906,25,7.2,33,22.5455,32,294.906,58,15.93106034,32,246.125,25,19.2,33,43.4848,32,246.125,58,33.01721379,0.054020808,0.134148152,NM2019,5,4,272,1,9,7,1,204,8,14,0.018050542,0.033175355,1.951048951,0.015124814
PS288,69,I,CD47,32,328.031,25,35.88,33,46.3939,32,328.031,58,41.86204655,32,223.281,25,25.72,33,24.1212,32,223.281,58,24.81033793,0.127616129,0.111117103,NM2019,35,7,258,30,40,22,9,193,18,26,0.119453925,0.102325581,0.871520737,-0.017128344
PS291,101,I,CD47,32,324.625,25,8.88,33,11.7273,32,324.625,58,10.50001552,32,242.469,25,20.96,33,22.4848,32,242.469,58,21.82755862,0.032345061,0.090022059,NM2019,8,4,299,2,11,15,1,218,13,19,0.026058632,0.064377682,2.349160134,0.03831905
PS294,104,I,CD47,32,268.344,25,27.04,33,26.303,32,268.344,58,26.62067241,32,343.625,25,65.2,33,66.4242,32,343.625,58,65.89652759,0.099203531,0.191768723,NM2019,15,11,231,12,26,52,8,231,51,78,0.06097561,0.183745583,2.694050758,0.122769973
PSX01,PSX01,K,CD47,32,243.938,25,15.04,33,3.45455,32,243.938,58,8.448278448,32,622.562,25,38.24,33,13.6667,32,622.562,58,24.25863966,0.034632892,0.038965821,CGGA,6,11,224,4,12,13,29,550,12,38,0.026086957,0.023090586,1.147118448,-0.00299637
PSX02,PSX02,K,CD47,32,186.844,25,21.72,33,30.7576,32,186.844,58,26.86208276,32,510.75,25,84.72,33,84.2424,32,510.75,58,84.44826207,0.143767436,0.165341678,CGGA,18,2,165,23,12,79,13,414,73,84,0.098360656,0.160243408,1.973763875,0.061882752
PSX05,PSX05,K,CD47,32,281.125,25,48.12,33,43.0303,32,281.125,58,45.22413621,32,853.188,25,689.72,33,639.152,32,853.188,58,660.9485517,0.160868426,0.774681022,CGGA,38,8,221,42,50,636,12,137,642,718,0.146718147,0.822768435,5.009074157,0.676050288
PSX07,PSX07,K,CD47,32,209.812,25,91.28,33,69.7879,32,209.812,58,79.05173621,32,328.969,25,79.88,33,80.303,32,328.969,58,80.12067241,0.376774142,0.243550828,CGGA,62,23,107,65,106,71,0,241,76,80,0.366863905,0.227564103,0.542409539,-0.139299803
PSX09,PSX09,K,CD47,32,438.5,25,16.2,33,11.5152,32,438.5,58,13.53451034,32,446.375,25,15.48,33,15.1212,32,446.375,58,15.27585517,0.030865474,0.034222022,CGGA,5,6,404,7,15,8,6,421,6,5,0.012224939,0.018648019,0.629473684,0.00642308
PSX13,PSX13,K,CD47,32,297.75,25,31.4,33,21.4242,32,297.75,58,25.72411379,32,283.75,25,17.72,33,16,32,283.75,58,16.74137931,0.086395009,0.059000456,CGGA,31,15,277,20,16,11,3,252,8,10,0.100649351,0.041825095,0.511489362,-0.058824256
PSX14,PSX14,K,CD47,32,506.812,25,237.88,33,195,32,506.812,58,213.4827586,32,541.344,25,239.2,33,234.636,32,541.344,58,236.6032414,0.421226724,0.437066341,CGGA,180,5,254,205,233,223,15,316,234,225,0.414746544,0.413729128,0.925047081,-0.001017416
PSX15,CUHKP1,J,CD47,32,430.594,25,5.08,33,7.18182,32,430.594,58,6.275863103,32,472.062,25,5.96,33,7.06061,32,472.062,58,6.586209138,0.014574897,0.013952,CUHK,13,6,458,7,5,7,3,459,3,7,0.027600849,0.015021459,0.779446829,-0.01257939
PSX16,CUHKP2,J,CD47,32,628.625,25,19.08,33,21.5455,32,628.625,58,20.48278448,32,628.5,25,10.72,33,6.21212,32,628.5,58,8.155171724,0.032583471,0.012975611,CUHK,17,13,617,10,11,8,12,617,0,8,0.02681388,0.0128,0.576914286,-0.01401388
PSX17,CUHKP3,J,CD47,32,411.688,25,90.16,33,74.4848,32,411.688,58,81.24135172,32,789.438,25,12.32,33,17.4545,32,789.438,58,15.24135345,0.197337187,0.019306587,CUHK,69,12,326,68,75,24,6,785,12,11,0.174683544,0.029666255,0.120543441,-0.14501729
PSX18,CUHKP4,J,CD47,32,734.375,25,47.8,33,10.6364,32,734.375,58,26.6551931,32,699.188,25,65.36,33,63.2121,32,699.188,58,64.13791897,0.036296433,0.091732008,CUHK,9,34,676,18,38,63,9,623,56,66,0.013138686,0.091836735,2.792588008,0.078698049
PSX20,CUHKP6,J,CD47,32,505.406,25,68.72,33,45.3939,32,505.406,58,55.44825345,32,563.094,25,14,33,14.1212,32,563.094,58,14.06895862,0.109710319,0.024985098,CUHK,48,20,420,42,63,5,9,523,3,12,0.102564103,0.009469697,0.137016603,-0.093094406
